Model,Make,YOM,Color,Used,Transmission,Mileage,Location,Price
Stepwgn,Honda,2014,White,Foreign Used,Automatic,48251,"Nairobi, Kilimani","KSh 1,675,000"
Odyssey,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,680,000"
Odyssey,Honda,2014,White,Foreign Used,Automatic,94000,"Nairobi, Kilimani","KSh 1,680,000"
Vezel,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,130,000"
Vezel,Honda,2014,White,Foreign Used,Automatic,88000,"Nairobi, Kilimani","KSh 2,250,000"
Vezel,Honda,2014,White,Foreign Used,Automatic,114000,"Nairobi, Kilimani","KSh 2,280,000"
Vezel,Honda,2014,White,Foreign Used,Automatic,39752,"Nairobi, Kilimani","KSh 2,350,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,80000,"Nairobi, Kilimani","KSh 2,690,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,80000,"Nairobi, Kilimani","KSh 2,690,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,49532,"Nairobi, Kilimani","KSh 2,750,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,83000,"Nairobi, Kilimani","KSh 2,760,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 2,760,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,83000,"Nairobi, Kilimani","KSh 2,760,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,55000,"Nairobi, Kilimani","KSh 2,850,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,200,000"
CR-V,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,200,000"
Life,Honda,2014,White,Foreign Used,Automatic,117000,"Nairobi, Kilimani","KSh 575,000"
Fit,Honda,2014,White,Foreign Used,Automatic,93000,"Nairobi, Kilimani","KSh 850,000"
Fit,Honda,2014,White,Foreign Used,Automatic,93000,"Nairobi, Kilimani","KSh 850,000"
Fit,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 850,000"
Fit,Honda,2014,White,Foreign Used,Automatic,124000,"Nairobi, Kilimani","KSh 880,000"
Fit,Honda,2014,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 980,000"
Fit,Honda,2014,White,Foreign Used,Automatic,106000,"Nairobi, Kilimani","KSh 980,000"
Fit,Honda,2014,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 980,000"
Santa,Hyundai,2014,White,Foreign Used,Automatic,56000,"Nairobi, Kilimani","KSh 3,150,000"
Santa,Hyundai,2014,White,Foreign Used,Automatic,72000,"Nairobi, Kilimani","KSh 3,490,000"
Compass,Jeep,2014,White,Foreign Used,Automatic,81587,"Nairobi, Kilimani","KSh 2,650,000"
Compass,Jeep,2014,White,Foreign Used,Automatic,81587,"Nairobi, Kilimani","KSh 2,650,000"
Grand,Jeep,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 4,995,000"
Grand,Jeep,2014,White,Foreign Used,Automatic,56000,"Nairobi, Kilimani","KSh 5,850,000"
Sportage,Kia,2014,White,Foreign Used,Automatic,102000,"Nairobi, Kilimani","KSh 2,650,000"
Sportage,Kia,2014,White,Foreign Used,Automatic,102000,"Nairobi, Kilimani","KSh 2,650,000"
Range,Land Rover,2014,White,Foreign Used,Automatic,93000,"Nairobi, Kilimani","KSh 12,900,000"
Range,Land Rover,2014,White,Foreign Used,Automatic,73000,"Nairobi, Kilimani","KSh 4,650,000"
Discovery,Land Rover,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 5,700,000"
Range,Land Rover,2014,White,Foreign Used,Automatic,92000,"Nairobi, Kilimani","KSh 7,950,000"
Range,Land Rover,2014,White,Foreign Used,Automatic,52000,"Nairobi, Kilimani","KSh 9,700,000"
RX,Lexus,2014,White,Foreign Used,Automatic,110000,"Nairobi, Kilimani","KSh 3,580,000"
RX,Lexus,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 3,800,000"
RX,Lexus,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,200,000"
RX,Lexus,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,200,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,130000,"Nairobi, Kilimani","KSh 1,000,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,130000,"Nairobi, Kilimani","KSh 1,000,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,130000,"Nairobi, Kilimani","KSh 1,000,000"
Premacy,Mazda,2014,White,Foreign Used,Automatic,72419,"Nairobi, Kilimani","KSh 1,230,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,107000,"Nairobi, Kilimani","KSh 1,350,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,107000,"Nairobi, Kilimani","KSh 1,350,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,107000,"Nairobi, Kilimani","KSh 1,350,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,100000,"Nairobi, Kilimani","KSh 1,350,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,109000,"Nairobi, Kilimani","KSh 1,360,000"
Biante,Mazda,2014,White,Foreign Used,Automatic,70451,"Nairobi, Kilimani","KSh 1,400,000"
Atenza,Mazda,2014,White,Foreign Used,Automatic,89652,"Nairobi, Kilimani","KSh 1,420,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 1,450,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,57506,"Nairobi, Kilimani","KSh 1,450,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 1,450,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 1,450,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,80756,"Nairobi, Kilimani","KSh 1,450,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,73120,"Nairobi, Kilimani","KSh 1,470,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,490,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,490,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,145085,"Nairobi, Kilimani","KSh 1,500,000"
Atenza,Mazda,2014,White,Foreign Used,Automatic,78532,"Nairobi, Kilimani","KSh 1,550,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 1,550,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,120000,"Nairobi, Kilimani","KSh 1,600,000"
Axela,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,600,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,139562,"Nairobi, Kilimani","KSh 2,150,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,180,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,99800,"Nairobi, Kilimani","KSh 2,200,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,66000,"Nairobi, Kilimani","KSh 2,250,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,280,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,300,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 2,330,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,110000,"Nairobi, Kilimani","KSh 2,400,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,66000,"Nairobi, Kilimani","KSh 2,400,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,110000,"Nairobi, Kilimani","KSh 2,400,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,110000,"Nairobi, Kilimani","KSh 2,450,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,63000,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,50000,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,50000,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,111008,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,67000,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,50000,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,63000,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,111008,"Nairobi, Kilimani","KSh 2,480,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,590,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,74000,"Nairobi, Kilimani","KSh 2,750,000"
CX-5,Mazda,2014,White,Foreign Used,Automatic,74000,"Nairobi, Kilimani","KSh 2,750,000"
Carol,Mazda,2014,White,Foreign Used,Automatic,66000,"Nairobi, Kilimani","KSh 595,000"
Carol,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 650,000"
Familia,Mazda,2014,White,Foreign Used,Automatic,89753,"Nairobi, Kilimani","KSh 690,000"
Familia,Mazda,2014,White,Foreign Used,Automatic,115644,"Nairobi, Kilimani","KSh 695,000"
Familia,Mazda,2014,White,Foreign Used,Automatic,112787,"Nairobi, Kilimani","KSh 695,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 725,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,122000,"Nairobi, Kilimani","KSh 730,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,68230,"Nairobi, Kilimani","KSh 735,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 750,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 750,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 750,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 755,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 755,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 755,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 755,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,73000,"Nairobi, Kilimani","KSh 765,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,73000,"Nairobi, Kilimani","KSh 765,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,102000,"Nairobi, Kilimani","KSh 765,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,102000,"Nairobi, Kilimani","KSh 765,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,73000,"Nairobi, Kilimani","KSh 765,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,102000,"Nairobi, Kilimani","KSh 765,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,162435,"Nairobi, Kilimani","KSh 780,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,120000,"Nairobi, Kilimani","KSh 780,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,162435,"Nairobi, Kilimani","KSh 780,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,96852,"Nairobi, Kilimani","KSh 780,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 790,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 790,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,54000,"Nairobi, Kilimani","KSh 795,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,129000,"Nairobi, Kilimani","KSh 800,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,129000,"Nairobi, Kilimani","KSh 800,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,72000,"Nairobi, Kilimani","KSh 820,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,72000,"Nairobi, Kilimani","KSh 820,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 850,000"
Demio,Mazda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 850,000"
B-Class,Mercedes-Benz,2014,White,Foreign Used,Automatic,91000,"Nairobi, Kilimani","KSh 1,580,000"
A-Class,Mercedes-Benz,2014,White,Foreign Used,Automatic,78000,"Nairobi, Kilimani","KSh 1,850,000"
A-Class,Mercedes-Benz,2014,White,Foreign Used,Automatic,78000,"Nairobi, Kilimani","KSh 1,850,000"
A-Class,Mercedes-Benz,2014,White,Foreign Used,Automatic,78000,"Nairobi, Kilimani","KSh 1,850,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,32540,"Nairobi, Kilimani","KSh 2,450,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,32540,"Nairobi, Kilimani","KSh 2,450,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,75000,"Nairobi, Kilimani","KSh 2,600,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 2,650,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 2,650,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 2,650,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,87000,"Nairobi, Kilimani","KSh 2,670,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 3,490,000"
C180,Mercedes-Benz,2014,White,Foreign Used,Automatic,103000,"Nairobi, Kilimani","KSh 3,650,000"
C200,Mercedes-Benz,2014,White,Foreign Used,Automatic,80000,"Nairobi, Kilimani","KSh 3,700,000"
C200,Mercedes-Benz,2014,White,Foreign Used,Automatic,80000,"Nairobi, Kilimani","KSh 3,700,000"
C200,Mercedes-Benz,2014,White,Foreign Used,Automatic,80000,"Nairobi, Kilimani","KSh 3,700,000"
GLA-Class,Mercedes-Benz,2014,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 3,800,000"
E350,Mercedes-Benz,2014,White,Foreign Used,Automatic,51479,"Nairobi, Kilimani","KSh 4,200,000"
E350,Mercedes-Benz,2014,White,Foreign Used,Automatic,51479,"Nairobi, Kilimani","KSh 4,200,000"
E250,Mercedes-Benz,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 4,250,000"
E250,Mercedes-Benz,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 4,250,000"
E250,Mercedes-Benz,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 4,250,000"
E350,Mercedes-Benz,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,300,000"
E350,Mercedes-Benz,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,300,000"
E250,Mercedes-Benz,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,350,000"
M,Mercedes-Benz,2014,White,Foreign Used,Automatic,61550,"Nairobi, Kilimani","KSh 4,399,000"
M,Mercedes-Benz,2014,White,Foreign Used,Automatic,61550,"Nairobi, Kilimani","KSh 4,399,000"
GLA-Class,Mercedes-Benz,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,400,000"
GLA-Class,Mercedes-Benz,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,400,000"
C200,Mercedes-Benz,2014,White,Foreign Used,Automatic,53000,"Nairobi, Kilimani","KSh 4,480,000"
M,Mercedes-Benz,2014,White,Foreign Used,Automatic,62000,"Nairobi, Kilimani","KSh 5,400,000"
M,Mercedes-Benz,2014,White,Foreign Used,Automatic,86254,"Nairobi, Kilimani","KSh 5,900,000"
M,Mercedes-Benz,2014,White,Foreign Used,Automatic,53000,"Nairobi, Kilimani","KSh 8,800,000"
Galant,Mitsubishi,2014,White,Foreign Used,Automatic,110700,"Nairobi, Kilimani","KSh 1,450,000"
RVR,Mitsubishi,2014,White,Foreign Used,Automatic,118000,"Nairobi, Kilimani","KSh 1,770,000"
RVR,Mitsubishi,2014,White,Foreign Used,Automatic,120000,"Nairobi, Kilimani","KSh 1,950,000"
RVR,Mitsubishi,2014,White,Foreign Used,Automatic,35000,"Nairobi, Kilimani","KSh 2,190,000"
RVR,Mitsubishi,2014,White,Foreign Used,Automatic,35000,"Nairobi, Kilimani","KSh 2,190,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,400,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,400,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,62048,"Nairobi, Kilimani","KSh 2,600,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,63375,"Nairobi, Kilimani","KSh 2,600,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,62048,"Nairobi, Kilimani","KSh 2,600,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,850,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,850,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,186000,"Nairobi, Kilimani","KSh 2,900,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 2,930,000"
Outlander,Mitsubishi,2014,White,Foreign Used,Automatic,87000,"Nairobi, Kilimani","KSh 2,980,000"
Pajero,Mitsubishi,2014,White,Foreign Used,Automatic,123000,"Nairobi, Kilimani","KSh 3,685,000"
Pajero,Mitsubishi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,500,000"
Pajero,Mitsubishi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,500,000"
Delica,Mitsubishi,2014,White,Foreign Used,Automatic,78532,"Nairobi, Kilimani","KSh 700,000"
Lancer,Mitsubishi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 820,000"
Lancer,Mitsubishi,2014,White,Foreign Used,Automatic,90000,"Nairobi, Kilimani","KSh 820,000"
Lancer,Mitsubishi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 820,000"
NP300,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,190,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,35000,"Nairobi, Kilimani","KSh 1,320,000"
Serena,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,330,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,330,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,330,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,330,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,330,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,330,000"
Sylphy,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,330,000"
Serena,Nissan,2014,White,Foreign Used,Automatic,78000,"Nairobi, Kilimani","KSh 1,380,000"
Serena,Nissan,2014,White,Foreign Used,Automatic,78000,"Nairobi, Kilimani","KSh 1,380,000"
Juke,Nissan,2014,White,Foreign Used,Automatic,116000,"Nairobi, Kilimani","KSh 1,400,000"
Serena,Nissan,2014,White,Foreign Used,Automatic,48523,"Nairobi, Kilimani","KSh 1,450,000"
Serena,Nissan,2014,White,Foreign Used,Automatic,48523,"Nairobi, Kilimani","KSh 1,450,000"
Serena,Nissan,2014,White,Foreign Used,Automatic,68000,"Nairobi, Kilimani","KSh 1,450,000"
Juke,Nissan,2014,White,Foreign Used,Automatic,74561,"Nairobi, Kilimani","KSh 1,450,000"
Altima,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,600,000"
Fuga,Nissan,2014,White,Foreign Used,Automatic,39000,"Nairobi, Kilimani","KSh 1,800,000"
Murano,Nissan,2014,White,Foreign Used,Automatic,113000,"Nairobi, Kilimani","KSh 1,950,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,91900,"Nairobi, Kilimani","KSh 1,950,000"
Murano,Nissan,2014,White,Foreign Used,Automatic,113000,"Nairobi, Kilimani","KSh 1,950,000"
Fuga,Nissan,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 2,000,000"
Fuga,Nissan,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 2,000,000"
Fuga,Nissan,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 2,000,000"
Fuga,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,000,000"
Murano,Nissan,2014,White,Foreign Used,Automatic,78523,"Nairobi, Kilimani","KSh 2,100,000"
Murano,Nissan,2014,White,Foreign Used,Automatic,78523,"Nairobi, Kilimani","KSh 2,100,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 2,150,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,90000,"Nairobi, Kilimani","KSh 2,180,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,96524,"Nairobi, Kilimani","KSh 2,200,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,96524,"Nairobi, Kilimani","KSh 2,200,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,52000,"Nairobi, Kilimani","KSh 2,250,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,280,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,280,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,375,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,390,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,390,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,390,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,400,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,400,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,67000,"Nairobi, Kilimani","KSh 2,430,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,82695,"Nairobi, Kilimani","KSh 2,700,000"
X-Trail,Nissan,2014,White,Foreign Used,Automatic,82695,"Nairobi, Kilimani","KSh 2,700,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 660,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 660,000"
March,Nissan,2014,White,Foreign Used,Automatic,168234,"Nairobi, Kilimani","KSh 680,000"
March,Nissan,2014,White,Foreign Used,Automatic,147856,"Nairobi, Kilimani","KSh 680,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,241621,"Nairobi, Kilimani","KSh 685,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,120000,"Nairobi, Kilimani","KSh 690,000"
Cube,Nissan,2014,White,Foreign Used,Automatic,138000,"Nairobi, Kilimani","KSh 695,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,87014,"Nairobi, Kilimani","KSh 695,000"
NV100,Nissan,2014,White,Foreign Used,Automatic,117542,"Nairobi, Kilimani","KSh 700,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,170000,"Nairobi, Kilimani","KSh 720,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,70000,"Nairobi, Kilimani","KSh 720,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,160000,"Nairobi, Kilimani","KSh 720,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,70000,"Nairobi, Kilimani","KSh 720,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,109000,"Nairobi, Kilimani","KSh 720,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,74000,"Nairobi, Kilimani","KSh 750,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,126000,"Nairobi, Kilimani","KSh 750,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 750,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,126000,"Nairobi, Kilimani","KSh 750,000"
Advan,Nissan,2014,White,Foreign Used,Automatic,126000,"Nairobi, Kilimani","KSh 750,000"
Note,Nissan,2014,White,Foreign Used,Automatic,71000,"Nairobi, Kilimani","KSh 760,000"
